codigo,nombre,tipo_estudio,modalidad,tipo_asignatura,prerrequisito,creditos_total,carrera,cohorte,archivo
C0090,FILOSOFÍA,GENERAL,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
C0613,COMUNICACIÓN Y REDACCIÓN I,GENERAL,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
C0659,CÁLCULO DIFERENCIAL PARAINGENIERÍA,GENERAL,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2022,informatica_malla_2022.md
C0737,ÁLGEBRA MATRICIAL Y GEOMETRÍAANALÍTICA,GENERAL,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
C0201,QUÍMICA GENERAL,GENERAL,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Informática,2022,informatica_malla_2022.md
C8189,INTRODUCCIÓN A LA INGENIERÍAINFORMÁTICA,GENERAL,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2022,informatica_malla_2022.md
C0614,COMUNICACIÓN Y REDACCIÓN II,GENERAL,PRESENCIAL,OBLIGATORIO,C0613,3,Ingeniería Informática,2022,informatica_malla_2022.md
C0657,CÁLCULO INTEGRAL PARAINGENIERÍA,GENERAL,PRESENCIAL,OBLIGATORIO,C0659,4,Ingeniería Informática,2022,informatica_malla_2022.md
C0622,FÍSICA PARA INGENIERÍA 1,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Informática,2022,informatica_malla_2022.md
C8190,BIOLOGÍA PARA INGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Informática,2022,informatica_malla_2022.md
C8191,PROCESOS DE INNOVACIÓN ENINGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2022,informatica_malla_2022.md
C0667,FUNDAMENTOS DEPROGRAMACIÓN,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
C0741,CÁLCULO VECTORIAL PARAINGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C0659,4,Ingeniería Informática,2022,informatica_malla_2022.md
C0742,FISICA PARA INGENIERIA 2,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C0622,5,Ingeniería Informática,2022,informatica_malla_2022.md
C8987,QUIMICA COMPUTACIONAL Y  SIMULACIONES,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C0201,5,Ingeniería Informática,2022,informatica_malla_2022.md
C0513,CIENCIAS SOCIALES,GENERAL,PRESENCIAL,OBLIGATORIO,C0614,2,Ingeniería Informática,2022,informatica_malla_2022.md
C8274,PROGRAMACIÓN ORIENTADA AOBJETOS,DE ESPECIALIDAD,SEMIPRESENCIAL,OBLIGATORIO,C0667,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8275,ESTRUCTURAS DISCRETAS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
C0743,ECUACIONES DIFERENCIALES,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C0741,4,Ingeniería Informática,2022,informatica_malla_2022.md
C1127,PROGRAMACIÓN AVANZADA,ESPECÍFICO,NO PRESENCIAL,OBLIGATORIO,C0667,3,Ingeniería Informática,2022,informatica_malla_2022.md
C0745,FÍSICA PARA INGENIERÍA 3,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C0742,5,Ingeniería Informática,2022,informatica_malla_2022.md
C0503,ESTADÍSTICA Y PROBABILIDADES,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C0657,4,Ingeniería Informática,2022,informatica_malla_2022.md
C8276,ORGANIZACIÓN Y ARQUITECTURA DE COMPUTADORES,DE ESPECIALIDAD,SEMIPRESENCIAL,OBLIGATORIO,C8274,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8277,ALGORITMOS Y ESTRUCTURA DE DATOS,DE ESPECIALIDAD,NO PRESENCIAL,OBLIGATORIO,C8275,3,Ingeniería Informática,2022,informatica_malla_2022.md
C1324,FUNDAMENTOS DE DISEÑO,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C8191,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8425,INGLÉS 1,GENERAL,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2022,informatica_malla_2022.md
C8278,ANÁLISIS Y DISEÑO DE  ALGORITMOS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8277,4,Ingeniería Informática,2022,informatica_malla_2022.md
C8279,SISTEMAS OPERATIVOS,DE ESPECIALIDAD,SEMIPRESENCIAL,OBLIGATORIO,C8276,4,Ingeniería Informática,2022,informatica_malla_2022.md
C8280,COMUNICACIÓN DE DATOS YREDES,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8276,4,Ingeniería Informática,2022,informatica_malla_2022.md
C8281,INTRODUCCIÓN A MACHINELEARNING,DE ESPECIALIDAD,NO PRESENCIAL,OBLIGATORIO,C0503,4,Ingeniería Informática,2022,informatica_malla_2022.md
C1330,PROYECTOS DE INGENIERÍA 1,ESPECÍFICO,SEMIPRESENCIAL,OBLIGATORIO,"C0679,C1324",5,Ingeniería Informática,2022,informatica_malla_2022.md
C8282,BASES DE DATOS,DE ESPECIALIDAD,SEMIPRESENCIAL,OBLIGATORIO,C8274,4,Ingeniería Informática,2022,informatica_malla_2022.md
C8283,IMPLEMENTACIÓN DE LENGUAJESDE PROGRAMACIÓN,DE ESPECIALIDAD,SEMIPRESENCIAL,OBLIGATORIO,C8279,4,Ingeniería Informática,2022,informatica_malla_2022.md
C8284,CRIPTOGRAFÍA Y SEGURIDADINFORMÁTICA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8279,3,Ingeniería Informática,2022,informatica_malla_2022.md
C0359,SISTEMAS DE INFORMACIÓN,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8280,3,Ingeniería Informática,2022,informatica_malla_2022.md
C1335,DESARROLLO PROFESIONAL 1,ESPECÍFICO,NO PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2022,informatica_malla_2022.md
C8426,INGLÉS 2,GENERAL,PRESENCIAL,OBLIGATORIO,C8425,2,Ingeniería Informática,2022,informatica_malla_2022.md
C8285,HUMAN-CENTERED DESIGN,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,"C0359,C8303",4,Ingeniería Informática,2022,informatica_malla_2022.md
C8286,COMPUTACIÓN PARALELA YDISTRIBUIDA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8279,4,Ingeniería Informática,2022,informatica_malla_2022.md
C8287,INGENIERÍA DE SOFTWARE,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,"C0359,C8303",4,Ingeniería Informática,2022,informatica_malla_2022.md
C1343,PROYECTOS DE INGENIERÍA 2,ESPECÍFICO,SEMIPRESENCIAL,OBLIGATORIO,C1330,5,Ingeniería Informática,2022,informatica_malla_2022.md
C1342,DESARROLLO PROFESIONAL 2,ESPECÍFICO,NO PRESENCIAL,OBLIGATORIO,C1335,2,Ingeniería Informática,2022,informatica_malla_2022.md
C8427,INGLÉS 3,GENERAL,PRESENCIAL,OBLIGATORIO,C8426,2,Ingeniería Informática,2022,informatica_malla_2022.md
C8288,DESARROLLO DE SISTEMAS WEB,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8287,4,Ingeniería Informática,2022,informatica_malla_2022.md
C8289,VISUALIZACIÓN,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8285,4,Ingeniería Informática,2022,informatica_malla_2022.md
C8290,DISEÑO DE NEGOCIOS ENINGENIERÍA,ESPECÍFICO,NO PRESENCIAL,OBLIGATORIO,C1343,2,Ingeniería Informática,2022,informatica_malla_2022.md
C0772,ÉTICA,GENERAL,NO PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2022,informatica_malla_2022.md
C8269,TESIS 1,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Informática,2022,informatica_malla_2022.md
C8428,INGLÉS 4,GENERAL,PRESENCIAL,OBLIGATORIO,C8427,2,Ingeniería Informática,2022,informatica_malla_2022.md
C8291,DESARROLLO DE SISTEMASMÓVILES,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8287,4,Ingeniería Informática,2022,informatica_malla_2022.md
C8272,NORMAS Y REGULACIONES ENINGENIERÍA,ESPECÍFICO,NO PRESENCIAL,OBLIGATORIO,C8290,2,Ingeniería Informática,2022,informatica_malla_2022.md
C8292,TEMAS AVANZADOS DE SEGURIDADINFORMÁTICA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8284,4,Ingeniería Informática,2022,informatica_malla_2022.md
C8293,DERECHO INFORMÁTICO,DE ESPECIALIDAD,NO PRESENCIAL,OBLIGATORIO,C0772,2,Ingeniería Informática,2022,informatica_malla_2022.md
C8294,METODOS NUMERICOS Y OPTIMIZACION PARA  MACHINE LEARNING,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8295,VISION COMPUTACIONAL,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C8294,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8296,NATURAL LANGUAGE PROCESSING,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C8294,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8297,APRENDIZAJE POR REFUERZO,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C8294,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8298,RECUPERACION DE INFORMACION,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C8294,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8299,BIOQUIMICA,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C8987,3,Ingeniería Informática,2022,informatica_malla_2022.md
