codigo,nombre,tipo_estudio,modalidad,tipo_asignatura,prerrequisito,creditos_total,carrera,cohorte,archivo
U0006,FILOSOFÍA,GENERAL,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2021,informatica_malla_2021.md
U0082,COMUNICACIÓN Y REDACCIÓN I,GENERAL,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2021,informatica_malla_2021.md
U0130,CÁLCULO DIFERENCIAL PARA INGENIERÍA,GENERAL,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2021,informatica_malla_2021.md
U0129,ALGEBRA MATRICIAL Y GEOMETRÍAANALÍTICA,GENERAL,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2021,informatica_malla_2021.md
U0126,QUÍMICA GENERAL,GENERAL,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Informática,2021,informatica_malla_2021.md
U0148,INTRODUCCIÓN A LA INGENIERÍAINFORMÁTICA,GENERAL,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2021,informatica_malla_2021.md
U0083,COMUNICACIÓN Y REDACCIÓN II,GENERAL,PRESENCIAL,OBLIGATORIO,U0082,3,Ingeniería Informática,2021,informatica_malla_2021.md
U0137,CALCULO INTEGRAL PARA INGENIERÍA,GENERAL,PRESENCIAL,OBLIGATORIO,U0130,4,Ingeniería Informática,2021,informatica_malla_2021.md
U0138,FISICA PARA INGENIERÍA 1,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Informática,2021,informatica_malla_2021.md
U0147,BIOLOGIA PARA INGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Informática,2021,informatica_malla_2021.md
U0136,PROCESOS DE INNOVACIÓN EN INGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2021,informatica_malla_2021.md
C0667,FUNDAMENTOS DE PROGRAMACIÓN,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2021,informatica_malla_2021.md
C0741,CÁLCULO VECTORIAL PARA INGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,"U0137,U0129",4,Ingeniería Informática,2021,informatica_malla_2021.md
C0742,FÍSICA PARA INGENIERÍA 2,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,U0138,5,Ingeniería Informática,2021,informatica_malla_2021.md
C0208,QUÍMICA ORGÁNICA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,U0126,5,Ingeniería Informática,2021,informatica_malla_2021.md
