codigo,nombre,tipo_estudio,modalidad,tipo_asignatura,prerrequisito,creditos_total,carrera,cohorte,archivo
U0171,INTRODUCCIÓN A LA INGENIERÍA  AMBIENTAL,DE ESPECIALIDAD,SEMI  PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2024,ambiental_malla_2024.md
U0686,COMUNICACIÓN Y REDACCIÓN I,GENERAL,NO PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
U0685,DESARROLLO PERSONAL Y   AUTONOMÍA,GENERAL,SEMI  PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2024,ambiental_malla_2024.md
U0684,FILOSOFÍA Y ÉTICA,GENERAL,NO PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
U0130,CÁLCULO DIFERENCIAL PARA  INGENIERÍA,GENERAL,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2024,ambiental_malla_2024.md
U0013,QUÍMICA GENERAL,GENERAL,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Ambiental,2024,ambiental_malla_2024.md
G0037,INGLES 1,GENERAL,NO PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C8430,ACTIVIDAD COMPLEMENTARIA I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2024,ambiental_malla_2024.md
U0149,FUNDAMENTOS DE  PROGRAMACIÓN,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
U0715,PENSAMIENTO CIENTÍFICO E  INVESTIGACIÓN,GENERAL,NO PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2024,ambiental_malla_2024.md
U0688,CIENCIAS SOCIALES EN EL   CONTEXTO ACTUAL,GENERAL,NO PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
U0129,ÁLGEBRA MATRICIAL Y   GEOMETRÍA ANALÍTICA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
U0172,FÍSICA PARA INGENIERÍA 1,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2024,ambiental_malla_2024.md
G0038,INGLES 2,GENERAL,NO PRESENCIAL,OBLIGATORIO,G0037,2,Ingeniería Ambiental,2024,ambiental_malla_2024.md
U0683,CULTURA AMBIENTAL Y   DESARROLLO SOSTENIBLE,GENERAL,NO PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1620,ACTIVIDAD COMPLEMENTARIA II,GENERAL,NO PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1621,PROCESOS DE INNOVACIÓN EN  INGENIERÍA,ESPECÍFICO,SEMI  PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C7306,CÁLCULO INTEGRAL PARA   INGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1622,FÍSICA APLICADA A LA INGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0208,QUÍMICA ORGÁNICA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C8243,QUÍMICA DE SOLUCIONES  ACUOSAS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2024,ambiental_malla_2024.md
G0039,INGLES 3,GENERAL,NO PRESENCIAL,OBLIGATORIO,G0038,2,Ingeniería Ambiental,2024,ambiental_malla_2024.md
