ID,Carrera,Cohorte,Ciclo_ultimo,Promedio,Cursos_aprobados,Creditos_aprobados,Repitencias,Deserto
ING2024_001,Ingeniería Informática,2024,8,15.9,60,184,11,0
ING2024_002,Ingeniería Informática,2024,5,15.5,37,122,4,0
ING2024_003,Ingeniería Informática,2024,5,13.9,36,119,22,1
ING2024_004,Ingeniería Informática,2024,4,13.0,28,93,16,0
ING2024_005,Ingeniería Informática,2024,2,12.9,15,53,5,0
ING2024_006,Ingeniería Informática,2024,4,14.6,30,99,6,1
ING2024_007,Ingeniería Informática,2024,7,16.3,52,164,8,0
ING2024_008,Ingeniería Informática,2024,3,12.9,21,69,8,1
ING2024_009,Ingeniería Informática,2024,3,13.2,20,67,11,1
ING2024_010,Ingeniería Informática,2024,2,11.3,13,47,19,0
ING2024_011,Ingeniería Informática,2024,4,14.2,30,99,4,0
ING2024_012,Ingeniería Informática,2024,4,14.6,30,99,3,1
ING2024_013,Ingeniería Informática,2024,6,15.7,45,146,9,0
ING2024_014,Ingeniería Informática,2024,3,12.9,22,74,10,0
ING2024_015,Ingeniería Informática,2024,7,15.4,52,164,9,0
ING2024_016,Ingeniería Informática,2024,4,13.6,30,99,13,0
ING2024_017,Ingeniería Informática,2024,3,13.2,22,74,8,0
ING2024_018,Ingeniería Informática,2024,5,13.9,36,119,15,1
ING2024_019,Ingeniería Informática,2024,2,13.1,15,53,5,1
ING2024_020,Ingeniería Informática,2024,2,13.1,15,53,5,0
ING2024_021,Ingeniería Informática,2024,3,12.4,22,74,6,1
ING2024_022,Ingeniería Informática,2024,5,13.4,36,119,19,0
ING2024_023,Ingeniería Informática,2024,4,14.7,30,99,5,0
ING2024_024,Ingeniería Informática,2024,8,15.6,60,184,13,0
ING2024_025,Ingeniería Informática,2024,5,15.2,37,122,4,0
ING2024_026,Ingeniería Informática,2024,7,16.6,52,164,12,0
ING2024_027,Ingeniería Informática,2024,6,14.0,45,146,8,0
ING2024_028,Ingeniería Informática,2024,5,14.6,37,122,2,1
ING2024_029,Ingeniería Informática,2024,6,14.8,45,146,7,0
ING2024_030,Ingeniería Informática,2024,9,16.5,67,206,14,0
ING2024_031,Ingeniería Informática,2024,4,14.4,30,99,7,0
ING2024_032,Ingeniería Informática,2024,3,13.0,20,65,10,0
ING2024_033,Ingeniería Informática,2024,9,18.0,66,203,18,0
ING2024_034,Ingeniería Informática,2024,5,14.2,37,122,6,1
ING2024_035,Ingeniería Informática,2024,7,15.6,52,164,4,0
ING2024_036,Ingeniería Informática,2024,3,12.5,20,66,15,0
ING2024_037,Ingeniería Informática,2024,5,13.5,34,112,22,0
ING2024_038,Ingeniería Informática,2024,4,14.3,29,96,7,0
ING2024_039,Ingeniería Informática,2024,8,15.6,60,184,9,0
ING2024_040,Ingeniería Informática,2024,4,13.8,29,95,11,0
ING2024_041,Ingeniería Informática,2024,4,13.7,29,96,8,0
ING2024_042,Ingeniería Informática,2024,4,12.9,30,99,9,0
ING2024_043,Ingeniería Informática,2024,2,13.2,15,53,4,0
ING2024_044,Ingeniería Informática,2024,5,14.4,37,122,8,0
ING2024_045,Ingeniería Informática,2024,9,17.2,67,206,15,0
ING2024_046,Ingeniería Informática,2024,6,15.8,44,143,11,0
ING2024_047,Ingeniería Informática,2024,6,16.0,45,146,9,0
ING2024_048,Ingeniería Informática,2024,8,15.7,60,184,11,0
ING2024_049,Ingeniería Informática,2024,2,12.3,14,50,5,0
ING2024_050,Ingeniería Informática,2024,4,14.0,30,99,2,0
ING2024_051,Ingeniería Informática,2024,2,11.2,11,39,16,0
ING2024_052,Ingeniería Informática,2024,7,14.8,52,164,8,0
ING2024_053,Ingeniería Informática,2024,3,12.1,22,74,5,0
ING2024_054,Ingeniería Informática,2024,6,15.8,45,146,8,0
ING2024_055,Ingeniería Informática,2024,5,14.9,37,122,6,0
ING2024_056,Ingeniería Informática,2024,5,13.9,37,122,13,0
ING2024_057,Ingeniería Informática,2024,7,16.0,52,164,4,0
ING2024_058,Ingeniería Informática,2024,3,12.9,22,74,11,0
ING2024_059,Ingeniería Informática,2024,4,13.5,29,94,11,0
ING2024_060,Ingeniería Informática,2024,5,14.0,37,122,3,0
ING2024_061,Ingeniería Informática,2024,6,14.5,45,146,3,0
ING2024_062,Ingeniería Informática,2024,6,14.5,45,146,10,0
