ID,Carrera,Cohorte,Ciclo_ultimo,Promedio,Cursos_aprobados,Creditos_aprobados,Repitencias,Deserto
ING2024_001,Ingeniería Ambiental,2024,7,16.2,46,149,4,0
ING2024_002,Ingeniería Ambiental,2024,2,13.1,13,47,6,1
ING2024_003,Ingeniería Ambiental,2024,6,14.2,39,128,8,0
ING2024_004,Ingeniería Ambiental,2024,6,15.1,39,128,8,0
ING2024_005,Ingeniería Ambiental,2024,1,10.8,5,21,5,0
ING2024_006,Ingeniería Ambiental,2024,5,13.3,31,103,12,1
ING2024_007,Ingeniería Ambiental,2024,6,15.8,39,128,9,0
ING2024_008,Ingeniería Ambiental,2024,5,14.8,33,109,10,0
ING2024_009,Ingeniería Ambiental,2024,4,12.9,25,84,20,0
ING2024_010,Ingeniería Ambiental,2024,7,15.3,46,149,7,0
ING2024_011,Ingeniería Ambiental,2024,7,15.1,46,149,10,0
ING2024_012,Ingeniería Ambiental,2024,6,14.2,39,128,7,0
ING2024_013,Ingeniería Ambiental,2024,5,14.4,33,109,8,0
ING2024_014,Ingeniería Ambiental,2024,6,14.1,39,128,3,0
ING2024_015,Ingeniería Ambiental,2024,5,13.8,33,109,8,0
ING2024_016,Ingeniería Ambiental,2024,8,16.0,52,165,11,0
ING2024_017,Ingeniería Ambiental,2024,6,16.3,39,128,6,0
ING2024_018,Ingeniería Ambiental,2024,3,13.2,19,63,6,0
ING2024_019,Ingeniería Ambiental,2024,7,15.0,45,145,7,0
ING2024_020,Ingeniería Ambiental,2024,8,15.9,52,165,9,0
ING2024_021,Ingeniería Ambiental,2024,7,16.5,46,149,3,0
ING2024_022,Ingeniería Ambiental,2024,7,15.6,46,149,11,0
ING2024_023,Ingeniería Ambiental,2024,5,14.4,33,109,9,0
ING2024_024,Ingeniería Ambiental,2024,6,15.9,39,128,13,0
ING2024_025,Ingeniería Ambiental,2024,6,14.9,39,128,7,0
ING2024_026,Ingeniería Ambiental,2024,4,13.2,23,77,12,0
ING2024_027,Ingeniería Ambiental,2024,4,14.7,25,84,7,0
ING2024_028,Ingeniería Ambiental,2024,5,13.3,31,102,11,0
ING2024_029,Ingeniería Ambiental,2024,3,13.8,19,63,6,0
ING2024_030,Ingeniería Ambiental,2024,4,13.6,26,87,8,0
ING2024_031,Ingeniería Ambiental,2024,5,13.5,32,106,13,0
ING2024_032,Ingeniería Ambiental,2024,3,13.3,18,60,13,0
ING2024_033,Ingeniería Ambiental,2024,3,13.4,19,63,7,0
ING2024_034,Ingeniería Ambiental,2024,4,14.2,26,87,8,0
ING2024_035,Ingeniería Ambiental,2024,3,13.6,16,54,16,0
ING2024_036,Ingeniería Ambiental,2024,7,15.1,46,149,4,0
ING2024_037,Ingeniería Ambiental,2024,5,13.4,33,109,8,1
ING2024_038,Ingeniería Ambiental,2024,8,17.1,51,162,11,0
ING2024_039,Ingeniería Ambiental,2024,2,11.0,9,30,17,1
ING2024_040,Ingeniería Ambiental,2024,2,13.0,11,38,9,1
ING2024_041,Ingeniería Ambiental,2024,5,14.2,33,109,2,0
ING2024_042,Ingeniería Ambiental,2024,5,15.2,33,109,4,0
ING2024_043,Ingeniería Ambiental,2024,5,14.9,33,109,5,0
ING2024_044,Ingeniería Ambiental,2024,2,12.3,13,47,6,0
ING2024_045,Ingeniería Ambiental,2024,6,14.3,39,128,6,0
ING2024_046,Ingeniería Ambiental,2024,6,14.2,39,128,5,0
ING2024_047,Ingeniería Ambiental,2024,6,15.9,39,128,9,0
ING2024_048,Ingeniería Ambiental,2024,2,12.4,13,47,2,0
ING2024_049,Ingeniería Ambiental,2024,4,13.4,25,85,5,0
ING2024_050,Ingeniería Ambiental,2024,3,13.7,18,60,11,0
ING2024_051,Ingeniería Ambiental,2024,4,13.8,25,82,14,0
ING2024_052,Ingeniería Ambiental,2024,6,15.3,39,128,7,0
ING2024_053,Ingeniería Ambiental,2024,7,15.6,44,143,13,0
ING2024_054,Ingeniería Ambiental,2024,8,17.3,52,165,8,0
ING2024_055,Ingeniería Ambiental,2024,3,12.6,19,63,5,0
