ID,Carrera,Cohorte,Ciclo_ultimo,Promedio,Cursos_aprobados,Creditos_aprobados,Repitencias,Deserto
ING2023_001,Ingeniería Informática,2023,2,11.4,13,44,14,0
ING2023_002,Ingeniería Informática,2023,4,13.7,28,98,11,0
ING2023_003,Ingeniería Informática,2023,3,13.9,20,68,13,0
ING2023_004,Ingeniería Informática,2023,3,12.6,20,67,11,1
ING2023_005,Ingeniería Informática,2023,5,15.4,34,120,8,0
ING2023_006,Ingeniería Informática,2023,3,13.2,21,71,11,1
ING2023_007,Ingeniería Informática,2023,3,13.1,19,62,18,1
ING2023_008,Ingeniería Informática,2023,1,11.8,7,27,3,0
ING2023_009,Ingeniería Informática,2023,1,12.1,7,27,2,0
ING2023_010,Ingeniería Informática,2023,3,13.8,21,71,10,0
ING2023_011,Ingeniería Informática,2023,2,12.6,12,40,10,0
ING2023_012,Ingeniería Informática,2023,8,15.6,56,187,10,0
ING2023_013,Ingeniería Informática,2023,5,14.5,35,124,1,0
ING2023_014,Ingeniería Informática,2023,5,15.5,35,124,5,1
ING2023_015,Ingeniería Informática,2023,2,13.0,14,47,5,1
ING2023_016,Ingeniería Informática,2023,6,15.3,42,145,6,0
ING2023_017,Ingeniería Informática,2023,4,13.0,27,94,13,0
ING2023_018,Ingeniería Informática,2023,7,15.4,48,162,9,0
ING2023_019,Ingeniería Informática,2023,2,11.6,11,38,11,1
ING2023_020,Ingeniería Informática,2023,6,14.9,42,145,11,0
ING2023_021,Ingeniería Informática,2023,5,13.8,34,122,14,0
ING2023_022,Ingeniería Informática,2023,5,14.3,35,124,6,0
ING2023_023,Ingeniería Informática,2023,6,15.5,42,145,12,0
ING2023_024,Ingeniería Informática,2023,5,13.4,35,124,19,1
ING2023_025,Ingeniería Informática,2023,7,15.5,49,166,10,0
ING2023_026,Ingeniería Informática,2023,3,11.8,17,55,23,0
ING2023_027,Ingeniería Informática,2023,5,14.7,35,124,3,0
ING2023_028,Ingeniería Informática,2023,5,14.4,35,124,8,0
ING2023_029,Ingeniería Informática,2023,4,13.0,28,98,9,0
ING2023_030,Ingeniería Informática,2023,2,12.3,13,43,7,0
ING2023_031,Ingeniería Informática,2023,5,14.3,35,124,8,0
