ID,Carrera,Cohorte,Ciclo_ultimo,Promedio,Cursos_aprobados,Creditos_aprobados,Repitencias,Deserto
ING2022_001,Ingeniería Informática,2022,6,16.0,42,148,8,0
ING2022_002,Ingeniería Informática,2022,1,11.3,6,20,5,0
ING2022_003,Ingeniería Informática,2022,2,11.6,11,39,17,0
ING2022_004,Ingeniería Informática,2022,2,13.0,14,51,5,0
ING2022_005,Ingeniería Informática,2022,5,13.4,35,121,18,0
ING2022_006,Ingeniería Informática,2022,7,15.7,49,172,8,0
ING2022_007,Ingeniería Informática,2022,4,13.5,26,92,14,1
ING2022_008,Ingeniería Informática,2022,5,15.1,35,121,4,0
ING2022_009,Ingeniería Informática,2022,4,12.4,28,99,7,0
ING2022_010,Ingeniería Informática,2022,3,13.9,21,76,6,0
ING2022_011,Ingeniería Informática,2022,5,14.9,35,121,6,0
ING2022_012,Ingeniería Informática,2022,3,12.3,21,76,3,0
ING2022_013,Ingeniería Informática,2022,7,15.3,49,172,7,1
ING2022_014,Ingeniería Informática,2022,4,13.5,28,99,8,0
ING2022_015,Ingeniería Informática,2022,1,11.5,6,20,7,1
ING2022_016,Ingeniería Informática,2022,6,14.4,42,148,5,0
ING2022_017,Ingeniería Informática,2022,6,14.1,41,144,9,0
ING2022_018,Ingeniería Informática,2022,2,12.0,13,47,10,0
ING2022_019,Ingeniería Informática,2022,4,14.5,28,99,2,0
ING2022_020,Ingeniería Informática,2022,3,12.3,21,76,1,0
ING2022_021,Ingeniería Informática,2022,7,16.8,48,168,10,0
ING2022_022,Ingeniería Informática,2022,6,14.0,41,146,8,0
ING2022_023,Ingeniería Informática,2022,6,15.6,42,148,5,0
ING2022_024,Ingeniería Informática,2022,2,11.1,14,51,6,0
ING2022_025,Ingeniería Informática,2022,4,14.4,28,99,5,0
ING2022_026,Ingeniería Informática,2022,3,13.0,21,76,5,0
ING2022_027,Ingeniería Informática,2022,2,13.0,14,51,5,1
ING2022_028,Ingeniería Informática,2022,5,15.1,35,121,2,0
ING2022_029,Ingeniería Informática,2022,4,14.5,28,99,3,0
ING2022_030,Ingeniería Informática,2022,3,11.7,18,63,18,0
ING2022_031,Ingeniería Informática,2022,3,13.9,20,71,15,1
ING2022_032,Ingeniería Informática,2022,5,14.1,35,121,6,0
ING2022_033,Ingeniería Informática,2022,7,15.4,49,172,5,0
ING2022_034,Ingeniería Informática,2022,3,13.7,20,73,11,0
ING2022_035,Ingeniería Informática,2022,8,17.8,56,193,10,0
ING2022_036,Ingeniería Informática,2022,7,14.8,49,172,11,0
ING2022_037,Ingeniería Informática,2022,3,13.1,20,72,10,0
ING2022_038,Ingeniería Informática,2022,5,14.0,35,121,3,0
ING2022_039,Ingeniería Informática,2022,6,15.3,42,148,11,0
ING2022_040,Ingeniería Informática,2022,5,14.6,35,121,9,0
ING2022_041,Ingeniería Informática,2022,7,16.8,49,172,13,0
ING2022_042,Ingeniería Informática,2022,5,13.6,35,121,12,0
ING2022_043,Ingeniería Informática,2022,9,16.6,63,214,9,0
ING2022_044,Ingeniería Informática,2022,1,12.3,7,23,3,1
ING2022_045,Ingeniería Informática,2022,5,14.2,35,121,7,0
ING2022_046,Ingeniería Informática,2022,5,14.9,35,121,8,0
ING2022_047,Ingeniería Informática,2022,7,15.9,49,172,8,1
ING2022_048,Ingeniería Informática,2022,4,14.7,28,99,4,0
ING2022_049,Ingeniería Informática,2022,5,13.5,33,114,16,0
ING2022_050,Ingeniería Informática,2022,6,14.9,42,148,5,0
ING2022_051,Ingeniería Informática,2022,7,15.5,49,172,5,0
ING2022_052,Ingeniería Informática,2022,5,14.0,35,121,6,0
ING2022_053,Ingeniería Informática,2022,10,18.0,69,230,16,0
ING2022_054,Ingeniería Informática,2022,7,15.1,49,172,12,0
ING2022_055,Ingeniería Informática,2022,5,15.0,35,121,4,0
ING2022_056,Ingeniería Informática,2022,1,11.4,7,23,4,0
ING2022_057,Ingeniería Informática,2022,6,14.3,42,148,7,0
ING2022_058,Ingeniería Informática,2022,1,10.6,7,23,4,1
ING2022_059,Ingeniería Informática,2022,5,14.0,35,121,4,0
ING2022_060,Ingeniería Informática,2022,5,14.5,35,121,6,0
ING2022_061,Ingeniería Informática,2022,2,12.7,13,48,10,0
ING2022_062,Ingeniería Informática,2022,4,13.2,27,97,10,0
ING2022_063,Ingeniería Informática,2022,6,15.5,42,148,9,0
ING2022_064,Ingeniería Informática,2022,6,16.1,41,144,9,0
ING2022_065,Ingeniería Informática,2022,5,14.5,35,121,3,0
ING2022_066,Ingeniería Informática,2022,2,11.0,13,48,9,0
ING2022_067,Ingeniería Informática,2022,1,10.0,5,18,9,0
ING2022_068,Ingeniería Informática,2022,8,15.7,56,193,9,0
ING2022_069,Ingeniería Informática,2022,6,14.5,42,148,11,1
ING2022_070,Ingeniería Informática,2022,3,12.5,20,73,9,0
ING2022_071,Ingeniería Informática,2022,2,11.7,13,48,10,0
ING2022_072,Ingeniería Informática,2022,4,12.9,27,94,11,0
ING2022_073,Ingeniería Informática,2022,6,15.5,42,148,6,0
ING2022_074,Ingeniería Informática,2022,3,13.3,21,76,8,0
ING2022_075,Ingeniería Informática,2022,7,16.2,49,172,14,0
ING2022_076,Ingeniería Informática,2022,8,16.1,55,188,11,0
ING2022_077,Ingeniería Informática,2022,5,13.9,34,119,11,0
ING2022_078,Ingeniería Informática,2022,2,12.3,13,46,7,0
ING2022_079,Ingeniería Informática,2022,8,16.5,56,193,12,0
ING2022_080,Ingeniería Informática,2022,2,12.9,13,46,5,0
ING2022_081,Ingeniería Informática,2022,7,15.9,49,172,7,0
ING2022_082,Ingeniería Informática,2022,5,15.3,35,121,3,0
ING2022_083,Ingeniería Informática,2022,1,11.0,7,23,3,1
ING2022_084,Ingeniería Informática,2022,6,14.3,42,148,8,0
ING2022_085,Ingeniería Informática,2022,1,10.7,6,19,5,0
ING2022_086,Ingeniería Informática,2022,1,12.0,7,23,1,1
ING2022_087,Ingeniería Informática,2022,4,13.6,28,99,11,1
ING2022_088,Ingeniería Informática,2022,4,14.3,27,95,12,0
ING2022_089,Ingeniería Informática,2022,4,14.2,28,99,6,0
